181,462,127,17,28
182,539,259,21,23
183,597,915,22,22
184,854,361,29,23
185,483,559,21,12
186,504,301,23,25
187,308,212,25,15
188,136,438,14,16
189,81,444,21,15
190,297,670,13,23
191,918,682,29,16
192,872,36,10,11
193,521,252,27,12
194,131,499,29,25
195,427,255,25,11
196,724,836,10,14
197,489,685,13,22
198,18,942,20,10
199,350,252,19,22
200,903,567,23,16
201,489,11,14,26
202,454,303,24,14
203,412,123,12,18
204,261,440,15,13
205,831,635,27,27
206,122,755,14,29
207,233,731,19,15
208,632,259,17,19
209,749,396,23,26
210,513,491,19,15
211,560,611,16,6
212,605,76,28,15
213,481,719,26,23
214,344,877,18,17
215,969,931,19,17
216,283,687,23,12
217,354,223,28,27
218,415,264,28,14
219,651,795,10,10
220,8,730,21,10
221,661,835,29,15
222,889,455,16,20
223,988,13,11,10
224,243,984,19,15
225,41,195,25,28
226,631,109,13,25
227,242,826,26,24
228,36,801,14,16
229,713,900,22,25
230,295,869,23,10
231,613,330,25,13
232,133,749,11,28
233,710,329,18,27
234,380,239,10,29
235,480,396,17,27
236,629,106,27,27
237,420,87,27,10
238,581,463,3,16
239,486,718,12,17
240,557,266,9,9
241,226,805,17,15
242,615,951,20,19
243,888,17,17,26
244,565,134,23,20
245,410,387,12,29
246,692,857,14,13
247,173,287,25,10
248,258,859,29,11
249,565,565,26,15
250,106,822,27,23
251,970,909,17,17
252,294,490,25,11
253,682,280,21,20
254,292,889,28,22
255,299,398,4,5
256,521,250,10,20
257,559,34,28,13
258,72,3,24,14
259,918,593,11,27
260,84,779,17,11
261,646,372,26,23
262,250,889,27,14
263,296,354,26,22
264,774,788,11,20
265,477,401,27,26
266,838,617,11,28
267,758,322,12,11
268,41,457,24,11
269,509,443,12,14
270,557,281,16,26
271,915,539,13,18
272,545,509,28,17
273,297,315,23,24
274,674,48,28,17
275,553,171,15,16
276,614,919,25,16
277,901,186,21,22
278,337,447,21,17
279,891,597,24,24
280,901,240,15,17
281,575,721,21,20
282,246,426,25,13
283,792,21,13,24
284,618,204,15,23
285,457,543,24,27
286,782,340,21,27
287,700,8,25,25
288,972,562,13,12
289,79,951,14,15
290,216,938,20,11
291,488,393,27,18
292,649,610,25,24
293,895,240,27,12
294,94,150,21,12
295,663,143,11,24
296,234,685,25,17
297,540,533,17,24
298,684,646,15,16
299,317,268,28,18
300,31,889,18,24
301,670,92,23,28
302,701,14,20,11
303,82,325,14,15
304,558,871,18,27
305,791,390,27,29
306,442,958,16,15
307,144,425,18,28
308,511,742,18,20
309,435,289,23,18
310,627,15,15,23
311,468,441,16,21
312,611,466,28,22
313,196,563,16,11
314,217,736,26,12
315,554,69,19,28
316,217,845,10,25
317,636,63,12,16
318,205,922,19,28
319,0,159,12,20
320,922,779,5,13
321,712,835,22,18
322,471,567,18,11
323,329,537,16,11
324,181,840,19,18
325,410,947,16,25
326,850,501,23,18
327,378,659,13,11
328,887,556,16,25
329,2,141,22,26
330,46,799,24,28
331,839,95,20,21
332,281,593,21,19
333,858,44,13,19
334,596,624,10,29
335,862,220,16,15
336,41,832,21,13
337,401,474,29,19
338,610,555,28,25
339,910,347,24,24
340,550,292,19,17
341,134,668,20,13
342,165,18,14,15
343,822,699,27,15
344,524,838,26,23
345,807,727,22,13
346,310,631,20,23
347,313,630,25,16
348,904,421,17,21
349,369,85,13,10
350,463,906,18,16
351,146,42,17,27
352,694,600,16,18
353,150,613,26,29
354,738,722,26,15
355,699,190,13,27
356,449,541,26,12
357,273,768,29,22
358,911,352,29,13
359,554,791,12,25
360,705,656,15,23
361,703,353,10,20
362,64,397,14,10
363,580,353,29,11
364,198,472,15,11
365,349,797,12,16
366,76,857,18,17
367,655,717,24,14
368,560,709,16,21
369,153,511,22,27
370,693,867,12,21
371,893,40,12,22
372,482,676,21,14
373,433,571,20,20
374,746,439,13,21
375,717,255,24,21
376,610,612,26,26
377,122,482,18,17
378,572,623,13,23
379,416,868,27,29
380,206,849,16,19
381,945,192,20,12
382,868,228,23,22
383,2,727,25,18
384,171,654,26,26
385,227,718,14,14
386,126,755,25,21
387,696,638,20,18
388,902,449,26,12
389,317,989,21,11
390,614,575,19,29
391,728,733,27,18
392,859,240,19,23
393,24,489,27,25
394,292,567,26,18
395,102,170,17,12
396,114,336,11,10
397,113,99,12,11
398,469,253,22,11
399,555,858,26,21
400,185,60,28,29
401,488,484,20,20
402,1,344,25,20
403,898,240,26,18
404,657,97,24,21
405,121,68,21,24
406,520,13,19,10
407,444,59,18,17
408,944,690,28,22
409,341,874,23,27
410,38,945,13,24
411,35,813,23,21
412,877,265,14,10
413,89,172,11,18
414,635,663,23,28
415,668,365,28,19
416,352,198,20,17
417,617,221,10,22
418,558,600,23,24
419,699,780,20,25
420,766,225,28,29
421,94,185,21,10
422,440,773,5,12
423,529,642,15,17
424,736,703,23,19
425,232,519,10,25
426,912,756,18,16
427,378,66,13,28
428,234,801,25,26
429,417,48,12,14
430,410,881,21,23
431,969,901,13,17
432,514,717,13,27
433,467,622,17,21
434,814,428,21,18
435,899,575,29,12
436,127,582,17,17
437,323,624,19,17
438,165,200,23,19
439,457,203,21,21
440,419,479,10,25
441,762,475,22,10
442,101,486,22,14
443,959,655,19,23
444,958,299,22,21
445,487,353,27,19
446,600,455,14,25
447,495,154,13,17
448,944,573,24,27
449,244,602,14,22
450,36,227,10,21
451,241,849,18,29
452,841,470,11,19
453,51,901,13,13
454,21,941,17,18
455,769,298,18,18
456,675,626,23,26
457,495,564,16,16
458,171,18,15,28
459,776,360,10,28
460,54,952,10,29
461,364,940,13,23
462,103,159,25,25
463,330,617,15,15
464,247,801,22,16
465,654,847,20,18
466,419,407,23,24
467,400,863,13,27
468,370,88,14,22
469,639,751,18,18
470,85,402,17,15
471,214,60,10,26
472,185,343,24,14
473,500,746,16,14
474,101,327,24,23
475,497,103,22,11
476,101,213,26,11
477,80,813,21,22
478,362,630,12,29
479,407,934,11,25
480,628,550,12,15
481,316,594,10,20
482,51,177,12,27
483,378,865,14,22
484,17,203,27,17
485,612,145,23,21
486,115,77,13,16
487,465,120,12,12
488,818,115,29,16
489,619,67,21,10
490,923,405,12,29
491,79,846,13,10
492,191,78,17,25
493,336,293,19,25
494,310,938,12,15
495,956,552,22,25
496,664,845,22,17
497,779,681,11,20
498,580,924,25,28
499,13,380,17,22
500,888,579,23,12
501,35,551,18,20
502,256,430,10,20
503,818,30,14,29
504,101,592,29,12
505,234,791,26,20
506,220,688,13,25
507,761,808,20,19
508,661,561,21,23
509,813,803,16,16
510,354,300,11,16
511,829,663,13,14
512,949,659,16,10
513,112,840,28,13
514,259,418,16,29
515,451,564,17,24
516,905,96,18,25
517,697,300,14,23
518,231,870,28,23
519,959,619,28,21
520,177,535,17,25
521,215,889,17,12
522,809,192,15,24
523,487,269,28,19
524,890,227,19,12
525,50,484,19,13
526,866,216,23,24
527,522,563,13,20
528,570,506,23,15
529,247,101,25,17
530,691,249,28,15
531,297,396,10,12
532,315,647,14,16
533,681,499,28,16
534,898,560,22,22
535,465,658,27,27
536,623,775,15,24
537,908,542,16,13
538,189,676,11,11
539,540,36,21,10
540,775,18,28,12
541,339,337,29,10
542,620,132,26,25
543,214,55,22,29
544,957,222,10,17
545,892,907,29,13
546,144,533,12,23
547,508,731,22,10
548,753,43,19,14
549,341,698,27,14
550,913,932,27,23
551,283,580,25,28
552,651,223,19,10
553,19,334,11,17
554,238,927,15,25
555,807,858,25,13
556,831,261,19,29
557,933,206,25,29
558,717,291,16,13
559,647,557,27,17
560,799,328,26,25
561,171,830,24,12
562,453,368,10,27
563,308,322,28,28
564,482,111,11,20
565,493,465,18,25
566,579,964,23,17
567,344,433,24,22
568,441,377,24,16
569,50,372,13,15
570,818,90,26,13
571,819,887,26,15
572,715,967,29,19
573,844,895,18,10
574,229,671,25,21
575,75,512,20,20
576,60,361,25,25
577,772,304,27,14
578,627,538,14,11
579,149,66,27,28
580,164,786,14,27
581,867,712,16,17
582,578,791,21,11
583,677,635,28,24
584,618,580,21,19
585,857,191,24,26
586,36,882,20,21
587,486,560,18,29
588,851,425,16,28
589,558,855,23,23
590,890,583,14,28
591,149,198,23,10
592,748,715,26,26
593,974,241,21,22
594,912,196,25,21
595,623,766,21,28
596,12,358,10,28
597,876,616,20,26
598,7,28,12,24
599,525,859,27,13
600,931,188,12,28
601,763,385,20,29
602,300,653,18,18
603,510,670,23,15
604,520,496,11,21
605,204,890,16,11
606,524,431,24,18
607,811,98,21,20
608,786,859,24,13
609,305,20,11,12
610,741,954,13,18
611,313,260,17,13
612,315,602,27,20
613,194,939,29,27
614,871,418,12,18
615,164,317,13,15
616,124,748,22,20
617,83,173,14,20
618,345,836,20,11
619,799,547,12,10
620,85,176,18,12
621,894,171,27,22
622,397,673,25,11
623,891,846,12,28
624,191,120,20,23
625,955,305,24,25
626,702,616,10,17
627,902,671,16,24
628,282,887,10,20
629,796,765,15,12
630,50,828,26,24
631,523,914,25,22
632,791,608,21,11
633,266,902,25,11
634,179,496,10,13
635,99,786,15,18
636,363,954,23,15
637,879,468,19,20
638,441,910,18,28
639,406,436,23,23
640,102,486,20,23
641,603,956,29,16
642,477,276,26,26
643,681,785,24,14
644,660,80,16,29
645,550,196,29,29
646,824,268,23,18
647,483,139,19,21
648,575,454,27,29
649,915,601,24,10
650,654,198,26,16
651,490,556,25,22
652,409,93,23,23
653,683,603,22,11
654,869,357,12,19
655,424,469,19,23
656,285,869,12,21
657,751,330,27,16
658,62,279,15,28
659,899,659,10,22
660,423,777,29,13
661,341,330,14,23
662,863,448,16,20
663,469,155,26,27
664,376,183,20,19
665,819,818,10,13
666,207,719,26,24
667,76,774,10,15
668,224,738,16,15
669,138,521,11,22
670,111,716,19,28
671,229,727,25,11
672,616,792,20,28
673,316,429,13,17
674,887,494,24,21
675,926,354,28,11
676,502,449,29,21
677,420,943,24,28
678,842,573,14,25
679,516,36,10,21
680,307,626,20,18
681,103,963,24,29
682,498,447,27,10
683,42,414,10,24
684,145,353,24,24
685,631,183,23,22
686,634,9,18,27
687,108,269,19,11
688,656,785,17,19
689,280,922,21,14
690,34,541,18,29
691,38,118,25,28
692,679,269,12,23
693,517,356,5,7
694,595,143,22,23
695,239,781,29,15
696,353,868,11,12
697,824,452,24,19
698,641,407,19,23
699,49,354,26,20
700,933,919,28,16
701,98,856,22,14
702,602,254,29,12
703,594,930,23,21
704,569,641,24,19
705,36,468,28,29
706,172,834,17,22
707,959,637,11,22
708,878,209,29,29
709,85,409,25,11
710,386,964,19,15
711,767,201,17,13
712,326,851,18,27
713,485,715,14,17
714,179,15,21,13
715,979,911,10,20
716,419,904,20,24
717,663,490,28,24
718,965,421,12,14
719,888,949,23,29
720,74,844,14,11
721,608,905,21,18
722,66,46,28,12
723,628,720,22,25
724,307,470,15,23
725,179,642,25,26
726,696,441,24,19
727,852,48,13,14
728,730,809,24,17
729,775,899,7,8
730,628,58,12,12
731,820,860,29,23
732,116,863,21,18
733,59,658,27,12
734,949,476,27,23
735,92,81,19,24
736,524,728,10,18
737,102,827,23,25
738,105,127,24,17
739,617,745,25,26
740,897,802,27,22
741,692,144,22,16
742,579,198,29,12
743,863,692,19,25
744,819,816,15,10
745,872,872,13,22
746,880,818,22,10
747,623,38,19,29
748,453,69,26,20
749,223,277,11,26
750,378,99,20,25
751,439,790,25,21
752,357,895,17,22
753,672,154,17,20
754,710,149,29,10
755,903,447,16,11
756,595,329,27,19
757,252,951,10,17
758,923,180,24,23
759,967,288,16,29
760,418,469,19,14
761,470,149,12,19
762,89,498,29,19
763,387,404,21,26
764,263,923,11,26
765,840,253,23,18
766,622,761,10,11
767,930,761,21,24
768,286,557,14,25
769,74,3,19,12
770,754,10,13,10
771,842,412,27,27
772,416,678,26,29
773,75,843,27,28
774,107,773,12,21
775,622,789,14,24
776,551,170,19,27
777,44,885,12,11
778,774,943,29,18
779,827,44,26,20
780,464,417,26,17
781,674,266,21,14
782,452,774,15,14
783,148,360,15,20
784,680,250,19,18
785,702,729,25,24
786,20,44,24,27
787,498,494,27,20
788,242,913,29,17
789,252,912,28,10
790,670,728,17,28
791,754,518,24,21
792,665,379,13,15
793,65,535,22,17
794,127,304,26,15
795,355,182,24,13
796,501,337,15,16
797,323,223,12,23
798,195,667,15,18
799,829,850,22,22
800,165,889,28,12
801,57,460,15,22
802,65,668,28,28
803,322,676,16,26
804,462,562,19,14
805,420,759,14,22
806,202,550,20,22
807,379,43,22,29
808,519,817,10,25
809,4,714,16,18
810,176,674,24,15
811,745,55,27,21
812,690,197,20,10
813,21,957,14,24
814,698,302,25,20
815,668,826,11,18
816,953,176,11,12
817,226,663,17,13
818,321,461,10,11
819,794,101,14,27
820,230,892,23,29
821,790,586,10,26
822,590,952,14,20
823,628,538,26,23
824,515,492,13,17
825,62,950,25,16
826,754,53,22,17
827,361,332,19,12
828,889,512,20,28
829,954,589,29,29
830,369,358,16,25
831,353,793,14,19
832,623,69,28,10
833,656,49,22,23
834,101,822,10,28
835,183,202,18,23
836,346,329,16,15
837,188,793,26,21
838,568,126,16,12
839,899,361,12,29
840,667,853,29,14
841,438,558,25,25
842,185,120,12,15
843,153,62,15,10
844,46,586,21,17
845,263,874,26,29
846,728,5,26,20
847,367,760,12,27
848,449,411,17,20
849,403,474,25,13
850,72,534,23,15
851,930,500,23,24
852,103,260,23,19
853,304,651,24,21
854,94,975,14,16
855,566,787,29,26
856,656,152,16,16
857,910,390,4,8
858,858,742,26,25
859,473,830,16,26
860,261,316,22,14
861,907,700,20,10
862,700,101,18,13
863,0,304,21,26
864,748,777,27,28
865,433,745,23,26
866,646,555,25,24
867,147,674,25,10
868,341,308,24,26
869,77,323,26,16
870,309,949,27,28
871,668,554,24,19
872,595,260,12,10
873,815,559,28,26
874,721,1,12,26
875,975,353,16,16
876,265,276,16,29
877,900,823,17,24
878,414,646,15,18
879,797,149,27,17
880,31,149,11,25
881,162,696,11,24
882,915,255,18,17
883,696,504,15,12
884,141,580,28,18
885,919,664,19,15
886,689,740,12,29
887,566,72,21,14
888,617,23,24,16
889,290,933,28,27
890,500,705,27,17
891,788,308,24,21
892,973,5,21,18
893,618,187,25,26
894,962,398,17,25
895,870,768,15,10
896,305,302,23,26
897,267,313,15,11
898,255,832,28,13
899,288,542,13,29
900,935,913,18,23
901,334,27,24,17
902,920,265,28,19
903,456,442,14,28
904,0,340,28,23
905,597,629,17,11
906,51,157,16,21
907,919,682,27,19
908,284,532,14,10
909,536,861,23,14
910,906,408,20,20
911,27,114,25,19
912,501,744,16,23
913,926,632,24,20
914,344,256,22,15
915,877,887,19,13
916,46,695,12,22
917,501,308,18,10
918,527,736,20,10
919,328,336,29,29
920,446,243,15,25
921,379,474,28,10
922,149,687,20,17
923,138,865,28,27
924,538,258,18,19
925,441,211,22,14
926,18,358,17,21
927,22,369,12,21
928,667,507,10,17
929,176,833,23,20
930,972,611,15,23
931,54,173,12,15
932,327,30,15,10
933,395,436,24,12
934,513,923,19,24
935,470,495,29,26
936,464,62,12,17
937,537,638,25,27
938,515,4,22,13
939,644,600,28,23
940,350,603,21,10
941,298,361,12,21
942,826,648,25,26
943,918,432,29,25
944,349,612,18,13
945,751,522,16,14
946,506,39,25,21
947,330,566,21,29
948,617,4,14,23
949,831,676,26,25
950,526,286,12,19
951,495,419,14,16
952,116,323,13,26
953,535,857,14,28
954,171,641,14,21
955,182,527,10,11
956,890,52,22,14
957,643,735,17,18
958,508,307,12,23
959,217,842,17,11
960,170,843,12,26
961,128,309,21,26
962,722,8,11,10
963,95,191,24,28
964,129,584,6,12
965,125,778,23,29
966,346,101,28,11
967,433,766,25,24
968,280,209,27,20
969,969,376,23,24
970,844,591,14,28
971,801,549,7,5
972,416,73,21,26
973,410,675,18,17
974,968,914,14,24
975,792,165,17,12
976,144,783,12,15
977,814,198,18,12
978,369,756,15,24
979,844,635,15,26
980,927,657,4,5
981,981,130,11,16
982,848,286,15,20
983,468,699,21,21
984,876,491,24,10
985,946,426,25,27
986,376,580,16,19
987,347,793,18,29
988,665,299,29,14
989,635,127,15,14
990,511,915,25,19
991,710,730,27,25
992,143,3,22,16
993,488,362,25,23
994,962,353,14,25
995,430,897,24,20
996,694,783,13,10
997,828,273,14,22
998,500,269,21,22
999,839,907,21,23
1000,767,14,18,20
1001,902,865,16,27
1002,143,967,25,11
1003,117,787,26,28
1004,874,27,21,24
1005,197,293,26,13
1006,359,581,23,10
1007,210,345,19,28
1008,771,817,18,27
1009,553,198,28,26
1010,928,750,27,18
1011,702,19,15,17
1012,620,940,21,23
1013,505,76,18,26
1014,563,948,21,23
1015,109,722,28,19
1016,173,317,15,10
1017,377,342,12,13
1018,486,668,15,15
1019,31,933,17,26
1020,296,491,19,15
1021,532,257,19,24
1022,800,330,24,25
1023,303,297,12,25
1024,349,775,29,29
1025,610,101,20,15
1026,13,218,17,14
1027,306,599,26,16
1028,974,299,24,22
1029,878,961,16,24
1030,146,708,17,13
1031,519,119,27,14
1032,769,888,22,27
1033,281,526,23,29
1034,221,760,27,11
1035,594,87,17,26
1036,979,125,11,11
1037,358,72,22,27
1038,291,10,16,13
1039,792,887,20,18
1040,681,599,19,11
1041,464,600,12,25
1042,928,503,11,21
1043,257,483,13,12
1044,489,294,17,11
1045,84,31,21,12
1046,700,31,27,22
1047,969,383,20,16
1048,685,160,18,13
1049,636,52,28,17
1050,566,347,25,16
1051,543,112,19,19
1052,108,797,19,24
1053,655,212,16,16
1054,4,291,19,23
1055,231,932,26,15
1056,406,793,19,26
1057,431,896,18,12
1058,341,694,27,23
1059,500,809,22,11
1060,949,393,22,15
1061,621,382,24,18
1062,322,664,14,13
1063,175,443,29,22
1064,484,147,15,18
1065,741,521,12,29
1066,837,919,24,13
1067,381,639,27,22
1068,921,648,20,19
1069,232,694,14,27
1070,836,296,21,12
1071,555,808,28,25
1072,57,903,28,16
1073,90,384,15,23
1074,109,159,18,28
1075,771,281,18,23
1076,245,90,26,17
1077,908,672,14,14
1078,940,162,15,18
1079,694,468,14,24
1080,599,987,29,13
1081,652,107,25,22
1082,668,576,10,14
1083,213,67,12,18
1084,295,445,27,11
1085,399,829,18,14
1086,891,27,11,11
1087,298,109,16,26
1088,867,426,15,25
1089,61,826,10,15
1090,714,651,20,15
1091,397,831,17,15
1092,169,159,28,21
1093,18,719,16,12
1094,338,514,18,20
1095,956,628,19,10
1096,260,485,3,6
1097,848,844,16,11
1098,234,618,18,15
1099,365,649,21,26
1100,289,340,13,13
1101,539,455,18,27
1102,364,333,21,23
1103,815,428,28,27
1104,443,912,23,23
1105,421,863,10,27
1106,964,313,20,17
1107,872,677,19,28
1108,541,239,13,17
1109,316,757,22,15
1110,304,851,11,16
1111,115,565,22,29
1112,929,172,25,29
1113,327,413,14,22
1114,916,420,20,14
1115,461,821,25,21
1116,222,369,29,11
1117,755,12,16,16
1118,601,558,5,14
1119,523,252,3,12
1120,492,937,14,27
1121,746,324,29,21
1122,860,298,11,23
1123,42,793,23,23
1124,715,945,18,28
1125,224,801,29,21
1126,890,442,28,28
1127,427,782,21,14
1128,442,551,10,28
1129,863,798,17,18
1130,650,133,12,24
1131,224,795,24,26
1132,661,376,27,29
1133,897,867,14,16
1134,12,958,28,25
1135,605,624,29,21
1136,493,322,23,23
1137,130,947,21,24
1138,765,696,17,10
1139,855,206,18,28
1140,887,816,20,22
1141,380,873,6,10
1142,231,539,14,16
1143,409,468,10,28
1144,473,555,11,12
1145,619,386,27,21
1146,56,968,4,8
1147,207,656,17,11
1148,58,495,27,13
1149,378,465,29,18
1150,233,963,17,26
1151,931,274,20,27
1152,391,428,13,27
1153,873,246,14,20
1154,448,289,21,11
1155,690,320,20,14
1156,419,551,15,17
1157,184,208,25,27
1158,778,511,14,24
1159,291,227,11,12
1160,722,247,23,24
1161,686,451,18,18
1162,612,811,16,14
1163,888,376,16,15
1164,85,162,12,21
1165,542,729,18,22
1166,116,864,14,21
1167,647,88,24,20
1168,586,617,15,25
1169,181,178,21,26
1170,954,229,24,14
1171,166,798,9,8
1172,636,200,21,11
1173,142,104,22,22
1174,973,925,12,17
1175,782,8,10,18
1176,11,324,28,20
1177,448,67,11,24
1178,59,278,12,24
1179,466,764,13,17
1180,890,783,29,10
1181,476,831,10,23
1182,875,346,14,26
1183,698,774,11,27
1184,793,334,26,21
1185,126,929,22,26
1186,715,63,21,11
1187,169,347,21,21
1188,522,564,19,18
1189,945,573,15,11
1190,889,756,28,16
1191,451,197,26,22
1192,449,633,22,26
1193,102,763,19,11
1194,214,846,14,18
1195,583,558,15,18
1196,446,587,25,10
1197,109,852,22,29
1198,149,326,20,27
1199,637,42,23,28
1200,878,151,28,28
1201,479,562,28,27
1202,367,866,24,17
1203,182,17,11,7
1204,217,734,10,12
1205,421,60,21,16
1206,742,900,10,20
1207,865,690,21,27
1208,22,231,19,28
1209,284,896,4,6
1210,498,336,10,25
1211,474,76,26,27
1212,313,287,23,29
1213,816,338,10,28
1214,727,818,27,18
1215,967,577,21,20
1216,99,722,13,12
1217,213,861,18,18
1218,654,49,17,27
1219,817,735,19,13
1220,825,72,15,29
1221,343,251,10,13
1222,771,860,26,20
1223,202,797,11,12
1224,145,782,24,24
1225,15,611,21,19
1226,629,427,15,16
1227,748,183,20,28
1228,94,86,12,14
1229,62,51,21,13
1230,218,649,18,13
1231,798,158,14,16
1232,178,541,18,19
1233,856,414,17,23
1234,962,252,20,13
1235,543,300,25,18
1236,263,293,14,25
1237,933,253,14,19
1238,345,816,22,21
1239,891,212,11,25
1240,157,148,19,22
1241,47,806,19,10
1242,148,3,12,14
1243,687,8,22,29
1244,969,252,21,29
1245,115,101,6,6
1246,378,724,26,13
1247,711,263,27,22
1248,790,156,12,13
1249,483,407,28,13
1250,621,193,18,23
1251,774,340,20,15
1252,935,769,18,14
1253,160,461,18,14
1254,383,865,22,14
1255,320,536,17,25
1256,795,868,17,27
1257,219,662,14,11
1258,701,109,20,20
1259,494,960,26,18
1260,307,184,24,16
1261,733,403,29,13
1262,117,113,20,20
1263,289,570,12,12
1264,641,277,25,22
1265,663,58,23,14
1266,848,229,17,13
1267,515,347,15,29
1268,950,194,9,7
1269,463,812,23,29
1270,367,708,26,20
1271,272,863,25,11
1272,444,951,11,11
1273,207,747,28,19
1274,242,9,11,19
1275,555,840,15,25
1276,853,121,22,28
1277,135,117,20,19
1278,804,759,14,15
1279,232,737,28,29
1280,663,81,26,28
1281,817,251,26,11
1282,629,717,21,10
1283,428,292,22,23
1284,649,202,25,12
1285,122,373,18,21
1286,130,717,23,20
1287,857,720,16,24
1288,420,52,5,6
1289,775,786,20,17
1290,13,827,29,21
1291,656,727,14,18
1292,913,961,21,12
1293,876,805,19,18
1294,892,835,20,25
1295,405,856,24,22
1296,703,660,23,12
1297,119,361,14,13
1298,936,634,8,8
1299,569,679,18,26
1300,626,424,14,19
1301,377,331,22,25
1302,424,934,25,23
1303,261,494,22,26
1304,455,397,15,18
1305,221,946,25,10
1306,395,25,21,19
1307,670,139,16,20
1308,218,932,12,10
1309,598,451,14,17
1310,820,332,14,28
1311,25,349,22,16
1312,672,454,29,14
1313,468,144,25,23
1314,650,654,13,12
1315,968,252,12,26
1316,411,54,24,27
1317,513,640,6,5
1318,727,380,19,25
1319,868,259,12,19
1320,470,585,10,12
1321,346,259,15,19
1322,125,332,12,11
1323,415,664,16,24
1324,606,112,18,22
1325,610,948,23,10
1326,43,684,14,12
1327,150,354,22,27
1328,881,33,13,20
1329,168,440,16,15
1330,33,418,15,28
1331,391,632,22,23
1332,524,946,25,20
1333,473,716,16,19
1334,855,128,17,26
1335,604,914,18,11
1336,686,134,28,23
1337,555,515,11,19
1338,562,677,21,18
1339,700,661,13,14
1340,416,795,12,16
1341,898,766,27,25
1342,294,752,26,18
1343,565,199,24,17
1344,463,263,18,27
1345,731,743,20,11
1346,797,103,3,21
1347,529,745,26,27
1348,754,765,24,26
1349,825,271,13,24
1350,904,109,16,23
1351,256,893,11,16
1352,947,236,16,28
1353,16,25,17,10
1354,964,569,17,17
1355,770,476,25,28
1356,108,786,18,23
1357,504,106,6,3
1358,389,956,28,18
1359,62,363,10,23
1360,121,205,27,15
1361,713,767,18,16
1362,971,536,13,17
1363,894,911,24,3
